id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,message_id,forwarded_from,forwarded_from_id,file,file_name,file_size,thumbnail,thumbnail_file_size,media_type,sticker_emoji,mime_type,poll,duration_seconds
707,message,[전화번호_마스킹]T10:41:25,[전화번호_마스킹],,,,,"[""어메이징 신규 관리사 프로필\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-vip-마사지-어메이징-vip-마사지-amazing-vip-massage""}, """"]","[{""type"": ""plain"", ""text"": ""어메이징 신규 관리사 프로필\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-vip-마사지-어메이징-vip-마사지-amazing-vip-massage""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),124285,891,1260,,,,,,,,,,,,,,,,
708,message,[전화번호_마스킹]T10:41:25,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),133367,891,1260,,,,,,,,,,,,,,,,
709,message,[전화번호_마스킹]T10:41:25,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),121430,891,1260,,,,,,,,,,,,,,,,
710,message,[전화번호_마스킹]T10:41:25,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),124570,891,1260,,,,,,,,,,,,,,,,
711,message,[전화번호_마스킹]T12:52:21,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-출장-마사지-hanoi-massage-스카이-출장-마사지-hanoi-sky-massage""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-출장-마사지-hanoi-massage-스카이-출장-마사지-hanoi-sky-massage""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),100990,891,1260,,,,,,,,,,,,,,,,
712,message,[전화번호_마스킹]T12:52:21,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),89188,891,1260,,,,,,,,,,,,,,,,
713,message,[전화번호_마스킹]T10:15:30,[전화번호_마스킹],,,,,"[""호치민 황제 출장 마사지\n영업재개\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/호치민-출장-마사지-황제-출장-마사지""}, """"]","[{""type"": ""plain"", ""text"": ""호치민 황제 출장 마사지\n영업재개\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/호치민-출장-마사지-황제-출장-마사지""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),160128,891,1260,,,,,,,,,,,,,,,,
714,message,[전화번호_마스킹]T13:19:36,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-vip-마사지-hanoi-vip-massage-moon-vip-massage-자쿠지와-수영장-파티-시스템""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-vip-마사지-hanoi-vip-massage-moon-vip-massage-자쿠지와-수영장-파티-시스템""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),200406,891,1260,,,,,,,,,,,,,,,,
715,message,[전화번호_마스킹]T13:19:36,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),276974,891,1260,,,,,,,,,,,,,,,,
716,message,[전화번호_마스킹]T16:37:25,[전화번호_마스킹],,,,,"[""하노이 일본 오리지널 정통 파칭코!!\n\nP-LUCKY(P-ラッキー)\n\n위치 하노이 나무호텔 근처 2층\n\n문의 : "", {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, ""\n카톡 : 전화번호로 친추 가능!\n\n실제 플레이 영상1\n"", {""type"": ""link"", ""text"": ""https://youtu.be/DqcUODN2CJs""}, ""\n\n실제 플레이영상2\n"", {""type"": ""link"", ""text"": ""https://youtu.be/OUIVRClSlNA""}, ""\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-게임업소-하노이-파칭코-빠찡꼬-신규-오픈-hanoi-パチンコ""}, ""\n\n찾아오시는길\n"", {""type"": ""link"", ""text"": ""https://goo.gl/maps/zp73UxkHR6zc7Ssm7""}, """"]","[{""type"": ""plain"", ""text"": ""하노이 일본 오리지널 정통 파칭코!!\n\nP-LUCKY(P-ラッキー)\n\n위치 하노이 나무호텔 근처 2층\n\n문의 : ""}, {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, {""type"": ""plain"", ""text"": ""\n카톡 : 전화번호로 친추 가능!\n\n실제 플레이 영상1\n""}, {""type"": ""link"", ""text"": ""https://youtu.be/DqcUODN2CJs""}, {""type"": ""plain"", ""text"": ""\n\n실제 플레이영상2\n""}, {""type"": ""link"", ""text"": ""https://youtu.be/OUIVRClSlNA""}, {""type"": ""plain"", ""text"": ""\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-게임업소-하노이-파칭코-빠찡꼬-신규-오픈-hanoi-パチンコ""}, {""type"": ""plain"", ""text"": ""\n\n찾아오시는길\n""}, {""type"": ""link"", ""text"": ""https://goo.gl/maps/zp73UxkHR6zc7Ssm7""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),271944,760,1280,[전화번호_마스킹]T11:03:54,[전화번호_마스킹],,,,,,,,,,,,,,
717,message,[전화번호_마스킹]T16:37:25,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,1080,1920,[전화번호_마스킹]T12:41:17,[전화번호_마스킹],,,,,(File not included. Change data exporting settings to download.),video_[전화번호_마스킹]_10-38-10.mp4,97670908,(File not included. Change data exporting settings to download.),15546,video_file,,video/mp4,,51
718,message,[전화번호_마스킹]T16:37:25,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),283183,960,1280,,,,,,,,,,,,,,,,
719,message,[전화번호_마스킹]T16:37:25,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,1080,1920,[전화번호_마스킹]T12:39:35,[전화번호_마스킹],,,,,(File not included. Change data exporting settings to download.),video_[전화번호_마스킹]_10-37-46.mp4,41451265,(File not included. Change data exporting settings to download.),15687,video_file,,video/mp4,,22
720,message,[전화번호_마스킹]T18:10:52,[전화번호_마스킹],,,,,"[""❤️영업개시❤️\n\nMOON VIP MASSAGE\n문 VIP 마사지\n\n하노이 최초 수영장 풀파티 시스템\n- 최고급 시설 완비\n- 만족도 120%\n\n예약문의\n한국인 [전화번호_마스킹](KOR)\n카카오톡 문의 Moonmassage\n\n구글맵위치\n"", {""type"": ""link"", ""text"": ""https://goo.gl/maps/WoF9EzpQtEVEJdow9""}, ""\n\n"", {""type"": ""link"", ""text"": ""https://vina-forman88.com/hanoi_massa/1""}, """"]","[{""type"": ""plain"", ""text"": ""❤️영업개시❤️\n\nMOON VIP MASSAGE\n문 VIP 마사지\n\n하노이 최초 수영장 풀파티 시스템\n- 최고급 시설 완비\n- 만족도 120%\n\n예약문의\n한국인 [전화번호_마스킹](KOR)\n카카오톡 문의 Moonmassage\n\n구글맵위치\n""}, {""type"": ""link"", ""text"": ""https://goo.gl/maps/WoF9EzpQtEVEJdow9""}, {""type"": ""plain"", ""text"": ""\n\n""}, {""type"": ""link"", ""text"": ""https://vina-forman88.com/hanoi_massa/1""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,892,700,[전화번호_마스킹]T17:56:54,[전화번호_마스킹],,,,,(File not included. Change data exporting settings to download.),mp4_massage_moon1.mp4,1844172,(File not included. Change data exporting settings to download.),764,video_file,,video/mp4,,10
730,message,[전화번호_마스킹]T15:58:44,[전화번호_마스킹],,,,,"[""아이폰 사용자 텔레그램 사용하기\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/아이폰-사용자-텔레그램-방-접속-방법""}, """"]","[{""type"": ""plain"", ""text"": ""아이폰 사용자 텔레그램 사용하기\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/아이폰-사용자-텔레그램-방-접속-방법""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,,,,,,,,,,,,,,,,,,
731,message,[전화번호_마스킹]T15:58:44,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),94572,891,1260,,,,,,,,,,,,,,,,
732,message,[전화번호_마스킹]T15:58:44,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),67364,891,1260,,,,,,,,,,,,,,,,
733,message,[전화번호_마스킹]T15:58:45,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),101038,891,1260,[전화번호_마스킹]T18:56:46,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""👍""}]",,,,,,,,,,,,,
734,message,[전화번호_마스킹]T12:20:50,[전화번호_마스킹],,,,,"[""아이폰 사용자 그룹방 접속하는 방법\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-밤문화-유흥-정보-공유방""}, """"]","[{""type"": ""plain"", ""text"": ""아이폰 사용자 그룹방 접속하는 방법\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-밤문화-유흥-정보-공유방""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),97384,891,1260,,,,,,,,,,,,,,,,
735,message,[전화번호_마스킹]T12:20:50,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),49111,891,1260,,,,,,,,,,,,,,,,
736,message,[전화번호_마스킹]T12:20:51,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),49385,891,1260,,,,,,,,,,,,,,,,
737,message,[전화번호_마스킹]T12:20:51,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),67436,891,1260,,,,,,,,,,,,,,,,
738,message,[전화번호_마스킹]T12:20:51,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),113955,891,1260,,,,,,,,,,,,,,,,
739,message,[전화번호_마스킹]T12:20:51,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),81356,891,1260,,,,,,,,,,,,,,,,
740,message,[전화번호_마스킹]T12:20:51,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),49699,891,1260,,,,,,,,,,,,,,,,
741,message,[전화번호_마스킹]T12:20:51,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),105877,891,1260,,,,,,,,,,,,,,,,
742,message,[전화번호_마스킹]T12:20:51,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),115645,891,1260,,,,,,,,,,,,,,,,
743,message,[전화번호_마스킹]T14:08:28,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-가라오케-hanoi-karaoke-ktv-하노이-퀸-가라오케-hanoi-queen-karaoke""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-가라오케-hanoi-karaoke-ktv-하노이-퀸-가라오케-hanoi-queen-karaoke""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),301035,891,1260,,,,,,,,,,,,,,,,
744,message,[전화번호_마스킹]T14:08:28,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),184563,891,1260,,,,,,,,,,,,,,,,
745,message,[전화번호_마스킹]T13:45:38,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-가라오케-hanoi-karaoke-원-클럽-가라오케-one-club-karaoke""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-가라오케-hanoi-karaoke-원-클럽-가라오케-one-club-karaoke""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),161863,891,1260,,,,,,,,,,,,,,,,
746,message,[전화번호_마스킹]T13:45:38,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),232622,891,1260,,,,,,,,,,,,,,,,
747,message,[전화번호_마스킹]T14:07:22,[전화번호_마스킹],,,,,"[{""type"": ""hashtag"", ""text"": ""#하노이가라오케""}, "" "", {""type"": ""hashtag"", ""text"": ""#중화가라오케""}, ""\n\n안녕하세요\n중화 초콜렛 가라오케입니다.\n\n9월부터 영업 재개하오니\n많이들 놀러와주세요\n감사합니다.\n\n전화 [전화번호_마스킹]\n 카톡 kimmila31\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-가라오케-hanoi-karaoke-중화-초콜렛-가라오케-chocolate-karaoke""}, """"]","[{""type"": ""hashtag"", ""text"": ""#하노이가라오케""}, {""type"": ""plain"", ""text"": "" ""}, {""type"": ""hashtag"", ""text"": ""#중화가라오케""}, {""type"": ""plain"", ""text"": ""\n\n안녕하세요\n중화 초콜렛 가라오케입니다.\n\n9월부터 영업 재개하오니\n많이들 놀러와주세요\n감사합니다.\n\n전화 [전화번호_마스킹]\n 카톡 kimmila31\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-가라오케-hanoi-karaoke-중화-초콜렛-가라오케-chocolate-karaoke""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),193286,891,1260,[전화번호_마스킹]T11:05:36,[전화번호_마스킹],,,,,,,,,,,,,,
748,message,[전화번호_마스킹]T14:07:22,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),197579,891,1260,,,,,,,,,,,,,,,,
749,message,[전화번호_마스킹]T20:29:39,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/호치민-출장-마사지-코이-출장-마사지""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/호치민-출장-마사지-코이-출장-마사지""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),168842,891,1260,,,,,,,,,,,,,,,,
750,message,[전화번호_마스킹]T20:29:39,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),151412,891,1260,,,,,,,,,,,,,,,,
751,message,[전화번호_마스킹]T17:50:23,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-100-부킹-룸호프-리오-rio-맥주창고""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-100-부킹-룸호프-리오-rio-맥주창고""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),249691,891,1260,,,,,,,,,,,,,,,,
752,message,[전화번호_마스킹]T17:50:23,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),164961,891,1260,,,,,,,,,,,,,,,,
753,message,[전화번호_마스킹]T12:59:55,[전화번호_마스킹],,,,,"[""6월 OPEN EVENT\n준코 이용 손님에 한해 인당 50만동\n소주, 맥주 무한 재공\n\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-가라오케-준코-노래방-박카스-가라오케-신규-재오픈-vienam-hanoi-karaoke-junco-karaoke-ktv""}, """"]","[{""type"": ""plain"", ""text"": ""6월 OPEN EVENT\n준코 이용 손님에 한해 인당 50만동\n소주, 맥주 무한 재공\n\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-가라오케-준코-노래방-박카스-가라오케-신규-재오픈-vienam-hanoi-karaoke-junco-karaoke-ktv""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,226,320,[전화번호_마스킹]T13:12:47,[전화번호_마스킹],,,,,(File not included. Change data exporting settings to download.),Untitled1.gif.mp4,23013,(File not included. Change data exporting settings to download.),31563,animation,,video/mp4,,1
754,message,[전화번호_마스킹]T11:27:14,[전화번호_마스킹],,,,,"[""한잔더 cafe & pub\n\n한국인 사장 상시 대기중\n맛있는 안주메뉴와 친절한 서비스로 \n한잔더를 새롭게 리뉴얼했습니다\n\n9월의 이벤트\n전화,카톡 예약 고객님 10% 할인!!!\n\n분위기좋은 이곳에서 오늘 한잔더~ 어떠세요?\n\n오후 5시 ~ 새벽 2시(손님 계시면 4시까지) 영업합니다\n일요일은 12시까지 영업합니다\n\n주소 : C8, TT3 five star Ngõ 176 Đường Đình Thôn, Mỹ Đình, Từ Liêm\n(미딩 파이브스타 백제갈비 옆)\n\n[전화번호_마스킹]\nhanjandeo11\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-룸카페-룸bar-hof-한잔더-hanoi-cafe-room-room-bar-hof""}, """"]","[{""type"": ""plain"", ""text"": ""한잔더 cafe & pub\n\n한국인 사장 상시 대기중\n맛있는 안주메뉴와 친절한 서비스로 \n한잔더를 새롭게 리뉴얼했습니다\n\n9월의 이벤트\n전화,카톡 예약 고객님 10% 할인!!!\n\n분위기좋은 이곳에서 오늘 한잔더~ 어떠세요?\n\n오후 5시 ~ 새벽 2시(손님 계시면 4시까지) 영업합니다\n일요일은 12시까지 영업합니다\n\n주소 : C8, TT3 five star Ngõ 176 Đường Đình Thôn, Mỹ Đình, Từ Liêm\n(미딩 파이브스타 백제갈비 옆)\n\n[전화번호_마스킹]\nhanjandeo11\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-룸카페-룸bar-hof-한잔더-hanoi-cafe-room-room-bar-hof""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),215577,891,1260,[전화번호_마스킹]T11:05:48,[전화번호_마스킹],,,,,,,,,,,,,,
755,message,[전화번호_마스킹]T11:27:14,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),119830,891,1260,,,,,,,,,,,,,,,,
756,message,[전화번호_마스킹]T12:58:39,[전화번호_마스킹],,,,,"[""미딩 황제 VIP 이발소\n❤️발기차게!! ❤️ 짜릿하게!!\n\n면도,귀청소,손발톱소지,마사지,샴푸\n마지막 마무리🔞 까지 한번에 해결\n\n입싸는 기본!!\n영혼까지 쭈웁 !!!\n\n🍹아이스 아메리카노는 서비스\n지나가다 목마르시면 들리셔도 됩니다\n\n전화번호 : "", {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, ""\n카카오톡 : kinghanoi\n영업시간 낮12시부터 ~ 밤12시까지\nSo3 ngo39 dinh thon\n(딩톤 원마트 건너편)\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-vip-이발관-황제-이발관-이발관-서비스-19-vietnam-hanoi-vip-massage""}, ""\n\n구글위치\n"", {""type"": ""link"", ""text"": ""https://goo.gl/maps/er1jTGm6rjYrf6Hi6""}, """"]","[{""type"": ""plain"", ""text"": ""미딩 황제 VIP 이발소\n❤️발기차게!! ❤️ 짜릿하게!!\n\n면도,귀청소,손발톱소지,마사지,샴푸\n마지막 마무리🔞 까지 한번에 해결\n\n입싸는 기본!!\n영혼까지 쭈웁 !!!\n\n🍹아이스 아메리카노는 서비스\n지나가다 목마르시면 들리셔도 됩니다\n\n전화번호 : ""}, {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, {""type"": ""plain"", ""text"": ""\n카카오톡 : kinghanoi\n영업시간 낮12시부터 ~ 밤12시까지\nSo3 ngo39 dinh thon\n(딩톤 원마트 건너편)\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman19.com/post/하노이-vip-이발관-황제-이발관-이발관-서비스-19-vietnam-hanoi-vip-massage""}, {""type"": ""plain"", ""text"": ""\n\n구글위치\n""}, {""type"": ""link"", ""text"": ""https://goo.gl/maps/er1jTGm6rjYrf6Hi6""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),201672,891,1260,[전화번호_마스킹]T20:02:11,[전화번호_마스킹],,,,,,,,,,,,,,
757,message,[전화번호_마스킹]T12:07:17,[전화번호_마스킹],,,,,"[""🍓박카스 준코/가라오케🍓\n🎸가라오케 Open Event!🎸\n💖 소주+맥주+안주 무한리필 인당 100만동(룸비 포함, 아가씨팁 별도)\n💖윈저17년(면세)+안주SET 200만동(룸비 인당 35만동 별도)\n💖 고정 씬가이 항시 대기\n다른업소와 직접 비교해보세요.\n앵기는 맛이 다릅니다!!\n-룸 180분 이후 추가요금 조금\n\n🎵준코룸 Open Event🎵\n가격 : 인당 50만동\n- 안주 6가지 무한제공\n- 소주, 맥주 무한제공\n- 룸 120분까지 무료\n* 아가씨 초이스할시 준코가격 이용불가\n🎵미딩내 최고급 시설/음향\n\n영업 : 점심12시~새벽2시\n문의 : [전화번호_마스킹]\n카톡 : bac6969\n주소 : 7 Ngo 145 dinh thon\n\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-가라오케-준코-노래방-박카스-가라오케-신규-재오픈-vienam-hanoi-karaoke-junco-karaoke-ktv""}, ""\n\n구글위치\n"", {""type"": ""link"", ""text"": ""https://goo.gl/maps/DZioy6f7D22dJuXo6""}, """"]","[{""type"": ""plain"", ""text"": ""🍓박카스 준코/가라오케🍓\n🎸가라오케 Open Event!🎸\n💖 소주+맥주+안주 무한리필 인당 100만동(룸비 포함, 아가씨팁 별도)\n💖윈저17년(면세)+안주SET 200만동(룸비 인당 35만동 별도)\n💖 고정 씬가이 항시 대기\n다른업소와 직접 비교해보세요.\n앵기는 맛이 다릅니다!!\n-룸 180분 이후 추가요금 조금\n\n🎵준코룸 Open Event🎵\n가격 : 인당 50만동\n- 안주 6가지 무한제공\n- 소주, 맥주 무한제공\n- 룸 120분까지 무료\n* 아가씨 초이스할시 준코가격 이용불가\n🎵미딩내 최고급 시설/음향\n\n영업 : 점심12시~새벽2시\n문의 : [전화번호_마스킹]\n카톡 : bac6969\n주소 : 7 Ngo 145 dinh thon\n\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-가라오케-준코-노래방-박카스-가라오케-신규-재오픈-vienam-hanoi-karaoke-junco-karaoke-ktv""}, {""type"": ""plain"", ""text"": ""\n\n구글위치\n""}, {""type"": ""link"", ""text"": ""https://goo.gl/maps/DZioy6f7D22dJuXo6""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),203989,891,1260,[전화번호_마스킹]T14:19:07,[전화번호_마스킹],,,,,,,,,,,,,,
758,message,[전화번호_마스킹]T16:43:31,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-가라오케-루비-가라오케-vietnam-hanoi-karaoke""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/베트남-하노이-가라오케-루비-가라오케-vietnam-hanoi-karaoke""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),286883,891,1260,,,,,,,,,,,,,,,,
759,message,[전화번호_마스킹]T16:43:31,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),161988,891,1260,,,,,,,,,,,,,,,,
760,message,[전화번호_마스킹]T11:53:02,[전화번호_마스킹],,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-출장-마사지-swan-spa-스완-스파-전통-스웨디시-마사지-swedish-massage""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman79.com/post/하노이-출장-마사지-swan-spa-스완-스파-전통-스웨디시-마사지-swedish-massage""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),205476,891,1260,,,,,,,,,,,,,,,,
